"location_iso3","disease","impact_factor","total_fvps","total_deaths_averted"
"MUS","T",0.000163883195710249,301151.28,49.3536341586321
"MUS","TB",0.000154383914449466,302281.92,46.6674660769005
"MWI","D",0.000188080103382221,9449070.13,1777.18208691626
"MWI","P",0.00573411499904361,9449070.13,54182.054759448
"MWI","T",0.000613144999074222,9449070.13,5793.65009611111
"MWI","TB",0.00131622222352488,9876341.31,12999.4599193388
"MYS","D",7.3682403354102e-05,9711869.16,715.593860769384
"MYS","P",0.00160701530625603,9711869.16,15607.1223924759
"MYS","T",0.000196707592872166,9711869.16,1910.39840475303
"MYS","TB",0.000233777178378349,9914320.09,2317.74177617998
"NAM","D",0.000251373098101938,1015266.68,255.210730751269
"NAM","P",0.00846550687415839,1015266.68,8594.74705864397
"NAM","T",0.00060680704160079,1015266.68,616.070970526656
"NAM","TB",0.00237654395191587,1076544.17,2558.45453618379
"NER","D",4.39287002529914e-05,9961290.1,437.586526935991
"NER","P",0.00214206879851539,9961290.1,21337.7687161703
"NER","T",0.000313740307086503,9961290.1,3125.25821495174
"NER","TB",0.000312134348902101,11034987.92,3444.39876955175
"NGA","D",2.56675081380777e-05,52424439.85,1345.60473648404
"NGA","P",0.00595882948762839,52424439.85,312388.298050581
"NGA","T",0.00013590008980377,52424439.85,7124.48608352736
"NGA","TB",0.00178899636023796,65472096.31,117129.341995739
"NIC","D",3.04506162442408e-05,2486435.37,75.713489267977
"NIC","P",0.00123376218712341,2486435.37,3067.66994023221
"NIC","T",0.000179081375764665,2486435.37,445.274266809525
"NIC","TB",0.000114665958217518,2573497.77,295.092587767696
"NIU","D",NA,0,0
"NIU","P",NA,0,0
"NIU","T",NA,0,0
"NIU","TB",NA,0,0
"NLD","D",4.8206405260261e-06,3552851.47,17.1270197792334
"NLD","P",0.000199988392904266,3552851.47,710.529055712859
"NLD","T",2.67540758918695e-05,3552851.47,95.0532578609202
"NLD","TB",NA,0,0
"NOR","D",5.26981676806643e-06,1107396.42,5.83577622301273
"NOR","P",0.000195338787375152,1107396.42,216.317473826385
"NOR","T",2.85904653397619e-05,1107396.42,31.6609789633864
"NOR","TB",NA,0,0
"NPL","D",0.000116397765081088,10237561.24,1191.62924821677
"NPL","P",0.00316506747565046,10237561.24,32402.5721107038
"NPL","T",0.000432934344061958,10237561.24,4432.19186023352
"NPL","TB",0.000521298873019248,11133619.11,5803.94309466856
"NRU","D",NA,0,0
"NRU","P",NA,0,0
"NRU","T",NA,0,0
"NRU","TB",NA,0,0
"NZL","D",7.33665512040324e-06,1089046.81,7.98996085494531
"NZL","P",0.000297291381759556,1089046.81,323.764230945736
"NZL","T",4.14283931808692e-05,1089046.81,45.1174594370514
"NZL","TB",NA,0,0
"OMN","D",2.85855202717768e-05,1357688.75,38.8102392858884
"OMN","P",0.00092344761963259,1357688.75,1253.75444438945
"OMN","T",0.000110893357095998,1357688.75,150.558663378969
"OMN","TB",8.63392936787313e-05,1357715.68,117.224212827738
"PAK","D",0.000205454915864148,64999716.3,13354.51124361
"PAK","P",0.00556296513251623,64999716.3,361591.155400347
"PAK","T",0.000617153016384999,64999716.3,40114.7709787142
"PAK","TB",0.00132632177297124,81646454.09,108289.469745464
"PAN","D",4.35046857792863e-05,1316207,57.261171955497
"PAN","P",0.00179496211975633,1316207,2362.54170675812
"PAN","T",0.000189150365934257,1316207,248.96103569523
"PAN","TB",0.000190781067491944,1471921.2,280.814697800024
"PER","D",6.57834575150613e-05,10553717.5,694.260026787209
"PER","P",0.00237596263569167,10553717.5,25075.2384476453
"PER","T",0.000244506519153557,10553717.5,2580.45273005498
"PER","TB",0.000314295795124293,10770316.97,3385.06533582682
"PHL","D",0.000234172429059193,36652649.08,8583.03986651781
"PHL","P",0.00582935269315929,36652649.08,213661.218625921
"PHL","T",0.000563090963671129,36652649.08,20638.7754915569
"PHL","TB",0.00126810636412982,39441567.18,50016.102352212
"PLW","D",NA,0,0
"PLW","P",NA,0,0
"PLW","T",NA,0,0
"PLW","TB",NA,0,0
"PNG","D",0.000227751514446499,2274752.57,518.078342808566
"PNG","P",0.00597610568732746,2274752.57,13594.1617708398
"PNG","T",0.000730557489728285,2274752.57,1661.83752729216
"PNG","TB",0.00145197550160224,3297322.1,4787.63091009165
"POL","D",1.80260448646709e-05,7375002.14,132.942119452684
"POL","P",0.000500792124272482,7375002.14,3693.3429882047
"POL","T",6.71941169352042e-05,7375002.14,495.556756192541
"POL","TB",4.52781530586272e-05,7019042.96,317.809301467959
"PRK","D",8.18940109720793e-05,6069568.78,497.06133226511
"PRK","P",0.00270027434123486,6069568.78,16389.5008389942
"PRK","T",0.000327306235602521,6069568.78,1986.60770911239
"PRK","TB",0.000379402165495338,6715557.67,2547.89712250682
"PRT","D",4.31421920505563e-06,1892156.8,8.1631792055366
"PRT","P",0.000167005065136834,1892156.8,315.999769633103
"PRT","T",2.88963621035256e-05,1892156.8,54.6764480494483
"PRT","TB",9.92012760339657e-06,1438590.06,14.2709969641779
"PRY","D",8.64036270951839e-05,2496750.26,215.728278414843
"PRY","P",0.00261472688202272,2496750.26,6528.32002251923
"PRY","T",0.000294376503711985,2496750.26,734.984612180788
"PRY","TB",0.000373847817407672,2550026.25,953.32174789477
"QAT","D",2.77852642820611e-05,360861.12,10.0266215883206
"QAT","P",0.000864307141586849,360861.12,311.894843137029
"QAT","T",0.000105285249521737,360861.12,37.9933530618933
"QAT","TB",8.172625040223e-05,369200.04,30.1733349175533
"ROU","D",2.57005923413748e-05,3966884.88,101.951291166043
"ROU","P",0.000942781250812209,3966884.88,3739.90468899444
"ROU","T",0.00010361821196623,3966884.88,411.041518341473
"ROU","TB",9.11909152589661e-05,4145023.97,377.988529594653
"RUS","D",4.88615363128704e-05,32824040.84,1603.8330634388
"RUS","P",0.00159899976653301,32824040.84,52485.63363983
"RUS","T",0.00015160811430611,32824040.84,4976.39093565913
"RUS","TB",0.000205764431217957,32474823.12,6682.16350819057
"RWA","D",0.000196601400092504,6263296.94,1231.3729475991
"RWA","P",0.00574266104133971,6263296.94,35967.9913276802
"RWA","T",0.000592303209578042,6263296.94,3709.77088010233
"RWA","TB",0.00128664493911229,6158693.06,7924.05125719498
"SAU","D",5.73384225442446e-05,11312775.25,648.656687432573
"SAU","P",0.00161128653363988,11312775.25,18228.1224184196
"SAU","T",0.000187538115636988,11312775.25,2121.57655300976
"SAU","TB",0.000225970468264453,11054480.14,2497.98605365589
"SDN","D",5.31970797110267e-05,19352597.57,1029.50167554671
"SDN","P",0.00412499132791981,19352597.57,79829.297148972
"SDN","T",0.000284173188491674,19352597.57,5499.48935706312
"SDN","TB",0.000739592573754397,19139290.76,14155.2773130222
"SEN","D",0.000173079236695982,7610086.81,1317.14801626496
"SEN","P",0.00539834973775329,7610086.81,41081.9101350433
"SEN","T",0.000587428797685739,7610086.81,4470.3841450824
"SEN","TB",0.00110713651060737,8376696.28,9274.14628985696
"SGP","D",8.04069488991091e-06,763915.64,6.14241258287102
"SGP","P",0.00024021985145085,763915.64,183.507701561781
"SGP","T",3.67708188295801e-05,763915.64,28.0898035995228
"SGP","TB",1.81566780595981e-05,783576.59,14.2271478796677
"SLB","D",0.000146434057966652,300461.28,43.9977644922545
"SLB","P",0.00318533237119834,300461.28,957.069041475687
"SLB","T",0.000472622539082278,300461.28,142.004773049511
"SLB","TB",0.000490092354124196,303961.67,148.969290413822
"SLE","D",3.76391686024336e-05,3306241.86,124.444194808964
"SLE","P",0.00451323120267226,3306241.86,14921.8339261332
"SLE","T",0.000225699938925424,3306241.86,746.218585874681
"SLE","TB",0.00101339686776997,3778955.44,3829.58160633827
"SLV","D",3.86714710317526e-05,2241910.83,86.6979897181175
"SLV","P",0.00134050739947932,2241910.83,3005.29805658782
"SLV","T",0.000190138149419886,2241910.83,426.2727763806
"SLV","TB",0.000139976629248588,2256774.31,315.895660888608
"SMR","D",NA,0,0
"SMR","P",NA,0,0
"SMR","T",NA,0,0
"SMR","TB",NA,0,0
"SOM","D",2.40904903244388e-05,3755310.34,90.4672674110349
"SOM","P",0.00284810907505686,3755310.34,10695.5334590089
"SOM","T",0.000230988870079325,3755310.34,867.434892233805
"SOM","TB",0.000613808855830829,4151222.12,2548.05689977683
"SRB","D",2.0477188210598e-05,1804058.27,36.9420407376759
"SRB","P",0.000604880150956173,1804058.27,1091.23903869133
"SRB","T",7.8232590382127e-05,1804058.27,141.136151662399
"SRB","TB",5.54001400762334e-05,1851090.36,102.550665237765
"SSD","D",0.000116251022253838,1651170.61,191.950271327993
"SSD","P",0.008568911507768,1651170.61,14148.7348413173
"SSD","T",0.00041901333390099,1651170.61,691.862502135432
"SSD","TB",0.00243065328922599,1839924.04,4472.21741975198
"STP","D",0.000170101623431853,113302.82,19.272993621407
"STP","P",0.00450370039334217,113302.82,510.281955000777
"STP","T",0.000510966528629738,113302.82,57.8939486193601
"STP","TB",0.000834931544534434,114388.62,95.5066671737625
"SUR","D",0.000186003173073815,166534.52,30.9759491463247
"SUR","P",0.00377405713781061,166534.52,628.510793897863
"SUR","T",0.000426091228971897,166534.52,70.958898293045
"SUR","TB",NA,0,0
"SVK","D",1.85534058414781e-05,1080475.24,20.0464956293884
"SVK","P",0.000611363138306725,1080475.24,660.562733589112
"SVK","T",7.34102071890459e-05,1080475.24,79.3179112310341
"SVK","TB",6.63695009043815e-05,690471.31,45.8262362334945
"SVN","D",7.05115123532761e-06,380209.35,2.68091362793561
"SVN","P",0.000229882989959815,380209.35,87.4036621886779
"SVN","T",3.31833971311717e-05,380209.35,12.6166378540347
"SVN","TB",3.29211242341191e-05,86184.14,2.83727877995072
"SWE","D",4.25656638261017e-06,2113092.66,8.99451917989629
"SWE","P",0.000159005279315637,2113092.66,335.992888623123
"SWE","T",2.52955149560775e-05,2113092.66,53.4517669846076
"SWE","TB",8.33416292844433e-06,481792.08,4.01533369235408
"SWZ","D",0.000345888592288145,532249.9,184.099168656506
"SWZ","P",0.0104038713171887,532249.9,5537.45946818655
"SWZ","T",0.000727392182053846,532249.9,387.154416158941
"SWZ","TB",0.00372856533255629,570230.87,2126.14305343541
"SYC","D",9.96612771846987e-05,31824.18,3.17163842415574
"SYC","P",0.00244224004378181,31824.18,77.7222867565201
"SYC","T",0.000259238191754777,31824.18,8.25004287727855
"SYC","TB",0.000359638420066042,31910.89,11.4763820625013
"SYR","D",3.25376694241671e-05,6929750.82,225.477941373011
"SYR","P",0.00110135878574705,6929750.82,7632.14194864481
"SYR","T",0.00014537410563176,6929750.82,1007.40632770846
"SYR","TB",0.00010662406072186,8849114.89,943.528563366078
"TCD","D",1.7311341617704e-05,3432037.81,59.4131789737869
"TCD","P",0.00337017504057558,3432037.81,11566.5681655737
"TCD","T",0.000149556607567363,3432037.81,513.283931906522
"TCD","TB",0.000778788332460827,5287596.57,4117.91851547589
"TGO","D",6.83131371940992e-05,3433287.31,234.53862703479
"TGO","P",0.00577933802643732,3433287.31,19842.1279063677
"TGO","T",0.000337629934111701,3433287.31,1159.18056826184
"TGO","TB",0.00135813492414985,4007052.27,5442.11763078094
"THA","D",4.47467760462566e-05,15658262.62,700.65677073061
"THA","P",0.00132823803560672,15658262.62,20797.8999834029
"THA","T",0.000184904284360066,15658262.62,2895.27984407307
"THA","TB",0.000157610199670404,15797813.13,2489.89648177503
"TJK","D",8.67729098119941e-05,4078251.33,353.881734848735
"TJK","P",0.00257793822499966,4078251.33,10513.4799947627
"TJK","T",0.000260099889803032,4078251.33,1060.75272152207
"TJK","TB",0.0003745385116916,4259581.46,1595.37730045753
"TKM","D",8.91873295903287e-05,2323611.67,207.236719852224
"TKM","P",0.00329481121943489,2323611.67,7655.86179992585
"TKM","T",0.000289697246234619,2323611.67,673.143902117624
"TKM","TB",0.000532972520680485,2361701.55,1258.72202819851
"TLS","D",0.000211134211501541,432104.54,91.2320513391362
"TLS","P",0.00538626490325795,432104.54,2327.42951834042
"TLS","T",0.000562112400324929,432104.54,242.891320170699
"TLS","TB",0.00113829724164974,488642.71,556.220648945251
"TON","D",0.000197651055004134,52171.13,10.3116788852578
"TON","P",0.00385230715733823,52171.13,200.979217505423
"TON","T",0.000434052477557396,52171.13,22.645008233469
"TON","TB",0.000725640733096497,52121.93,37.8217954956043
"TTO","D",0.000158193811735857,349742.08,55.3270327596271
"TTO","P",0.00435991418820932,349742.08,1524.84545680584
"TTO","T",0.00037077877685521,349742.08,129.676940637197
"TTO","TB",NA,0,0
"TUN","D",1.99658341027121e-05,3541511.09,70.7092228958549
"TUN","P",0.00066977336733188,3541511.09,2372.0098081925
"TUN","T",9.13276446423566e-05,3541511.09,323.437866324485
"TUN","TB",5.73815552998457e-05,3527231.6,202.398035110763
"TUR","D",4.40861582010068e-05,24321027.6,1072.22067038465
"TUR","P",0.00215470459591378,24321027.6,52404.629947066
"TUR","T",0.000198144991378591,24321027.6,4819.08980412048
"TUR","TB",0.000258853329971375,24688851.56,6390.79143947499
"TUV","D",NA,0,0
"TUV","P",NA,0,0
"TUV","T",NA,0,0
"TUV","TB",NA,0,0
"TZA","D",0.000156010232773093,29518059.13,4605.11927588124
"TZA","P",0.00599204285455968,29518059.13,176873.475290387
"TZA","T",0.000558439543260358,29518059.13,16484.0514584894
"TZA","TB",0.00130945571295231,30613287.56,40086.7442876939
"UGA","D",0.000145746734379644,20369604.4,2968.80332190522
"UGA","P",0.00530860043362823,20369604.4,108134.090750675
"UGA","T",0.000526541797990563,20369604.4,10725.4481251325
"UGA","TB",0.00112419195492731,23480946.42,26397.0910594433
"UKR","D",3.44414103666798e-05,6480046.29,223.181933468971
"UKR","P",0.00117615108452598,6480046.29,7621.51347176206
"UKR","T",0.000141220134829608,6480046.29,915.113010775902
"UKR","TB",0.000118239131413712,7867038.14,930.191756472142
"URY","D",2.97926088615357e-05,917623.95,27.3384114243274
"URY","P",0.000987083613860315,917623.95,905.771564730777
"URY","T",0.00012835803620507,917623.95,117.784408196739
"URY","TB",9.2125454418975e-05,964179.79,88.8255012953419
"USA","D",1.2793221797661e-05,76677561.71,980.953053859865
"USA","P",0.000467209240112116,76677561.71,35824.465340179
"USA","T",6.16476430918406e-05,76677561.71,4726.99095745066
"USA","TB",NA,0,0
"UZB","D",6.57875297718098e-05,11977588.69,787.975972537868
"UZB","P",0.00238854898406654,11977588.69,28609.0572970664
"UZB","T",0.000234756516368869,11977588.69,2811.81699536357
"UZB","TB",0.000303680054826306,11976052.82,3636.88837698033
"VCT","D",9.78476723895531e-05,36508.77,3.57229816630554
"VCT","P",0.00213497610664197,36508.77,77.945351632887
"VCT","T",0.00029714054503379,36508.77,10.8482358163133
"VCT","TB",0.000324613338655205,35269.95,11.4490962237021
"VEN","D",3.16486556751163e-05,8327274.52,263.547043995649
"VEN","P",0.00118121259975671,8327274.52,9836.28158465697
"VEN","T",0.000160208269324723,8327274.52,1334.09823904106
"VEN","TB",0.000107823408438332,10421078.69,1123.63622395986
"VNM","D",5.74506179931178e-05,26658254,1531.5331669175
"VNM","P",0.00211813028168524,26658254,56465.6550542566
"VNM","T",0.000243962127673973,26658254,6503.60436591321
"VNM","TB",0.000246637125731098,28077636.3,6924.98751435514
"VUT","D",0.000396735707764564,108778.12,43.1561644274987
"VUT","P",0.00633088378268033,108778.12,688.661635818455
"VUT","T",0.000761965441155693,108778.12,82.8851681938869
"VUT","TB",0.00147790352283042,123809.92,182.979116929352
"WSM","D",0.000155273071874914,79260.36,12.3069995751116
"WSM","P",0.00343734539663822,79260.36,272.445233581888
"WSM","T",0.000345538127789861,79260.36,27.3874764023504
"WSM","TB",0.000619092459024167,96138.83,59.5188246724063
"YEM","D",8.51115734916172e-05,10731247.56,913.353365359677
"YEM","P",0.00299185594483228,10731247.56,32106.3468078528
"YEM","T",0.000408935853457718,10731247.56,4388.39187961466
"YEM","TB",0.000450791078194224,9867866.58,4448.34621507495
"ZAF","D",0.000306913908205012,17093968.02,5246.37653174969
"ZAF","P",0.00941198186806954,17093968.02,160888.117057601
"ZAF","T",0.000637028043128199,17093968.02,10889.3369970766
"ZAF","TB",0.00300939286457587,18230953.26,54864.1006550602
"ZMB","D",0.000229791521850897,8844003.81,2032.27709475503
"ZMB","P",0.00785936309033345,8844003.81,69508.2371150824
"ZMB","T",0.000623937861537904,8844003.81,5518.10882464448
"ZMB","TB",0.0022544675630512,9732921.1,21942.5549136866
"ZWE","D",0.000311544217371677,6794949.48,2116.92721782668
"ZWE","P",0.00935903958310588,6794949.48,63594.2011485247
"ZWE","T",0.000744604247550998,6794949.48,5059.54824470244
"ZWE","TB",0.00296507691662624,7469543.06,22147.7697049517
